genotype,date,name,location
AR,260220,G5 R5,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260220\AR\G5 R5.czi
ARS,260220,G1 R1,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260220\ARS\G1 R1.czi
ARS,260220,G1 R2,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260220\ARS\G1 R2.czi
ARS,260220,G1 R3,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260220\ARS\G1 R3.czi
ARS,260220,G1 R4,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260220\ARS\G1 R4.czi
ARS,260220,G1 R5,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260220\ARS\G1 R5.czi
ARS,260220,G2 R1,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260220\ARS\G2 R1.czi
ARS,260220,G2 R2,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260220\ARS\G2 R2.czi
ARS,260220,G2 R3,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260220\ARS\G2 R3.czi
ARS,260220,G2 R4,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260220\ARS\G2 R4.czi
ARS,260220,G2 R5,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260220\ARS\G2 R5.czi
ARS,260220,G3 R1,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260220\ARS\G3 R1.czi
ARS,260220,G3 R2,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260220\ARS\G3 R2.czi
ARS,260220,G3 R3,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260220\ARS\G3 R3.czi
ARS,260220,G3 R4,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260220\ARS\G3 R4.czi
ARS,260220,G3 R5,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260220\ARS\G3 R5.czi
ARS,260220,G4 R1,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260220\ARS\G4 R1.czi
ARS,260220,G4 R2,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260220\ARS\G4 R2.czi
ARS,260220,G4 R3,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260220\ARS\G4 R3.czi
ARS,260220,G4 R4,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260220\ARS\G4 R4.czi
ARS,260220,G4 R5,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260220\ARS\G4 R5.czi
ARS,260220,G5 R1,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260220\ARS\G5 R1.czi
ARS,260220,G5 R2,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260220\ARS\G5 R2.czi
ARS,260220,G5 R3,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260220\ARS\G5 R3.czi
ARS,260220,G5 R4,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260220\ARS\G5 R4.czi
ARS,260220,G5 R5,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260220\ARS\G5 R5.czi
AR,260227,G1 R1,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260227 4EBP\AR\G1 R1.czi
AR,260227,G1 R2,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260227 4EBP\AR\G1 R2.czi
AR,260227,G1 R3,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260227 4EBP\AR\G1 R3.czi
AR,260227,G1 R4,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260227 4EBP\AR\G1 R4.czi
AR,260227,G1 R5,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260227 4EBP\AR\G1 R5.czi
AR,260227,G2 R1,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260227 4EBP\AR\G2 R1.czi
AR,260227,G2 R2,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260227 4EBP\AR\G2 R2.czi
AR,260227,G2 R3,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260227 4EBP\AR\G2 R3.czi
AR,260227,G2 R4,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260227 4EBP\AR\G2 R4.czi
AR,260227,G2 R5,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260227 4EBP\AR\G2 R5.czi
AR,260227,G3 R1,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260227 4EBP\AR\G3 R1.czi
AR,260227,G3 R2,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260227 4EBP\AR\G3 R2.czi
AR,260227,G3 R3,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260227 4EBP\AR\G3 R3.czi
AR,260227,G3 R4,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260227 4EBP\AR\G3 R4.czi
AR,260227,G3 R5,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260227 4EBP\AR\G3 R5.czi
AR,260227,G4 R1,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260227 4EBP\AR\G4 R1.czi
AR,260227,G4 R2,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260227 4EBP\AR\G4 R2.czi
AR,260227,G4 R3,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260227 4EBP\AR\G4 R3.czi
AR,260227,G4 R4,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260227 4EBP\AR\G4 R4.czi
AR,260227,G4 R5,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260227 4EBP\AR\G4 R5.czi
AR,260227,G5 R1,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260227 4EBP\AR\G5 R1.czi
AR,260227,G5 R2,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260227 4EBP\AR\G5 R2.czi
AR,260227,G5 R3,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260227 4EBP\AR\G5 R3.czi
AR,260227,G5 R4,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260227 4EBP\AR\G5 R4.czi
AR,260227,G5 R5,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260227 4EBP\AR\G5 R5.czi
ARS,260227,G1 R1,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260227 4EBP\ARS\G1 R1.czi
ARS,260227,G1 R2,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260227 4EBP\ARS\G1 R2.czi
ARS,260227,G1 R3,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260227 4EBP\ARS\G1 R3.czi
ARS,260227,G1 R4,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260227 4EBP\ARS\G1 R4.czi
ARS,260227,G1 R5,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260227 4EBP\ARS\G1 R5.czi
ARS,260227,G2 R1,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260227 4EBP\ARS\G2 R1.czi
ARS,260227,G2 R2,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260227 4EBP\ARS\G2 R2.czi
ARS,260227,G2 R3,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260227 4EBP\ARS\G2 R3.czi
ARS,260227,G2 R4,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260227 4EBP\ARS\G2 R4.czi
ARS,260227,G2 R5,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260227 4EBP\ARS\G2 R5.czi
ARS,260227,G3 R1,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260227 4EBP\ARS\G3 R1.czi
ARS,260227,G3 R2,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260227 4EBP\ARS\G3 R2.czi
ARS,260227,G3 R3,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260227 4EBP\ARS\G3 R3.czi
ARS,260227,G3 R4,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260227 4EBP\ARS\G3 R4.czi
ARS,260227,G3 R5,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260227 4EBP\ARS\G3 R5.czi
ARS,260227,G4 R1,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260227 4EBP\ARS\G4 R1.czi
ARS,260227,G4 R2,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260227 4EBP\ARS\G4 R2.czi
ARS,260227,G4 R3,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260227 4EBP\ARS\G4 R3.czi
ARS,260227,G4 R4,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260227 4EBP\ARS\G4 R4.czi
ARS,260227,G4 R5,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260227 4EBP\ARS\G4 R5.czi
ARS,260227,G5 R1,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260227 4EBP\ARS\G5 R1.czi
ARS,260227,G5 R2,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260227 4EBP\ARS\G5 R2.czi
ARS,260227,G5 R3,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260227 4EBP\ARS\G5 R3.czi
ARS,260227,G5 R4,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260227 4EBP\ARS\G5 R4.czi
ARS,260227,G5 R5,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260227 4EBP\ARS\G5 R5.czi
AR,260306,G1 R1,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260306 4EBP\AR\G1 R1.czi
AR,260306,G1 R2,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260306 4EBP\AR\G1 R2.czi
AR,260306,G1 R3,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260306 4EBP\AR\G1 R3.czi
AR,260306,G1 R4,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260306 4EBP\AR\G1 R4.czi
AR,260306,G1 R5,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260306 4EBP\AR\G1 R5.czi
AR,260306,G2 R1,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260306 4EBP\AR\G2 R1.czi
AR,260306,G2 R2,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260306 4EBP\AR\G2 R2.czi
AR,260306,G2 R3,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260306 4EBP\AR\G2 R3.czi
AR,260306,G2 R4,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260306 4EBP\AR\G2 R4.czi
AR,260306,G2 R5,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260306 4EBP\AR\G2 R5.czi
AR,260306,G3 R1,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260306 4EBP\AR\G3 R1.czi
AR,260306,G3 R2,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260306 4EBP\AR\G3 R2.czi
AR,260306,G3 R3,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260306 4EBP\AR\G3 R3.czi
AR,260306,G3 R4,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260306 4EBP\AR\G3 R4.czi
AR,260306,G3 R5,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260306 4EBP\AR\G3 R5.czi
AR,260306,G4 R1,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260306 4EBP\AR\G4 R1.czi
AR,260306,G4 R2,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260306 4EBP\AR\G4 R2.czi
AR,260306,G4 R3,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260306 4EBP\AR\G4 R3.czi
AR,260306,G4 R4,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260306 4EBP\AR\G4 R4.czi
AR,260306,G4 R5,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260306 4EBP\AR\G4 R5.czi
AR,260306,G5 R1,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260306 4EBP\AR\G5 R1.czi
AR,260306,G5 R2,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260306 4EBP\AR\G5 R2.czi
AR,260306,G5 R3,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260306 4EBP\AR\G5 R3.czi
AR,260306,G5 R4,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260306 4EBP\AR\G5 R4.czi
AR,260306,G5 R5,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260306 4EBP\AR\G5 R5.czi
ARS,260306,G1 R1,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260306 4EBP\ARS\G1 R1.czi
ARS,260306,G1 R2,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260306 4EBP\ARS\G1 R2.czi
ARS,260306,G1 R3,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260306 4EBP\ARS\G1 R3.czi
ARS,260306,G1 R4,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260306 4EBP\ARS\G1 R4.czi
ARS,260306,G1 R5,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260306 4EBP\ARS\G1 R5.czi
ARS,260306,G2 R1,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260306 4EBP\ARS\G2 R1.czi
ARS,260306,G2 R2,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260306 4EBP\ARS\G2 R2.czi
ARS,260306,G2 R3,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260306 4EBP\ARS\G2 R3.czi
ARS,260306,G2 R4,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260306 4EBP\ARS\G2 R4.czi
ARS,260306,G2 R5,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260306 4EBP\ARS\G2 R5.czi
ARS,260306,G3 R1,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260306 4EBP\ARS\G3 R1.czi
ARS,260306,G3 R2,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260306 4EBP\ARS\G3 R2.czi
ARS,260306,G3 R3,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260306 4EBP\ARS\G3 R3.czi
ARS,260306,G3 R4,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260306 4EBP\ARS\G3 R4.czi
ARS,260306,G3 R5,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260306 4EBP\ARS\G3 R5.czi
ARS,260306,G4 R1,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260306 4EBP\ARS\G4 R1.czi
ARS,260306,G4 R2,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260306 4EBP\ARS\G4 R2.czi
ARS,260306,G4 R3,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260306 4EBP\ARS\G4 R3.czi
ARS,260306,G4 R4,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260306 4EBP\ARS\G4 R4.czi
ARS,260306,G4 R5,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260306 4EBP\ARS\G4 R5.czi
ARS,260306,G5 R1,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260306 4EBP\ARS\G5 R1.czi
ARS,260306,G5 R2,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260306 4EBP\ARS\G5 R2.czi
ARS,260306,G5 R3,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260306 4EBP\ARS\G5 R3.czi
ARS,260306,G5 R4,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260306 4EBP\ARS\G5 R4.czi
ARS,260306,G5 R5,I:\Confocal\By Experiment\ImpL2 4EBP FISH 4EBP OE 4EBP RNAi\260306 4EBP\ARS\G5 R5.czi
